code_etablissement,ville,etablissement,commune,Matiere,Barre,effectif_presents_serie_l,effectif_presents_serie_es,effectif_presents_serie_s,taux_brut_de_reussite_serie_l,taux_brut_de_reussite_serie_es,taux_brut_de_reussite_serie_s,taux_reussite_attendu_serie_l,taux_reussite_attendu_serie_es,taux_reussite_attendu_serie_s,effectif_de_seconde,effectif_de_premiere,taux_acces_brut_seconde_bac,taux_acces_attendu_seconde_bac,taux_acces_brut_premiere_bac,taux_acces_attendu_premiere_bac,taux_brut_de_reussite_total_series,taux_reussite_attendu_total_series
0950645K,ERMONT,LYCEE VAN GOGH,95219,ESPAGNOL,111,47,118,161,85,87,94,88,90,93,479,418,72,70,87,86,88,89
0950646L,GONESSE,LYCEE RENE CASSIN,95277,HIST. GEO.,120,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950646L,GONESSE,LYCEE RENE CASSIN,95277,S. V. T.,138,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950646L,GONESSE,LYCEE RENE CASSIN,95277,ESPAGNOL,118,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950646L,GONESSE,LYCEE RENE CASSIN,95277,ANGLAIS,118,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950646L,GONESSE,LYCEE RENE CASSIN,95277,LETT CLASS,130,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950646L,GONESSE,LYCEE RENE CASSIN,95277,ECO.GE.COM,21,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950646L,GONESSE,LYCEE RENE CASSIN,95277,LETT CLASS,130,47,69,81,83,93,81,75,81,77,446,377,65,61,83,77,82,75
0950647M,LUZARCHES,LYCEE GERARD DE NERVAL,95352,ANGLAIS,93,32,68,69,81,85,84,88,92,89,280,220,72,73,86,86,84,90
0950647M,LUZARCHES,LYCEE GERARD DE NERVAL,95352,HIST. GEO.,261,32,68,69,81,85,84,88,92,89,280,220,72,73,86,86,84,90
0950647M,LUZARCHES,LYCEE GERARD DE NERVAL,95352,ECO.GE.FIN,357,32,68,69,81,85,84,88,92,89,280,220,72,73,86,86,84,90
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,ANGLAIS,244,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,LET MODERN,262,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,SC.ECO.SOC,65,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,ARTS PLAST,227,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,ECO.GE.FIN,1682,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,ALLEMAND,1878,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,ITALIEN,1565,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950648N,MONTMORENCY,LYCEE JEAN-JACQUES ROUSSEAU,95428,MATHS,260.2,33,92,98,82,91,85,84,91,88,348,302,76,72,88,85,88,87
0950649P,PONTOISE,LYCEE CAMILLE PISSARRO,95500,ECO.GE.FIN,1868,28,61,97,100,87,90,89,90,90,290,313,66,66,80,82,84,87
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,E. P. S,216,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,LETT CLASS,241,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,ESPAGNOL,138,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,ECO.GE.MK,21,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,DOC LYCEES,38,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,LETT CLASS,241,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,ALLEMAND,141,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,MATHS,189,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,LET.HIS.GE,21,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,BIOTECHNOL,38,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,HIST. GEO.,55,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950650R,SARCELLES,LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.),95585,ANGLAIS,51,48,109,103,56,75,68,70,71,66,394,371,57,60,70,74,73,72
0950651S,TAVERNY,LYCEE JACQUES PREVERT,95607,ANGLAIS,158,36,66,105,89,86,90,88,90,91,349,283,71,70,89,86,89,91
0950651S,TAVERNY,LYCEE JACQUES PREVERT,95607,MATHS,120,36,66,105,89,86,90,88,90,91,349,283,71,70,89,86,89,91
0950651S,TAVERNY,LYCEE JACQUES PREVERT,95607,HIST. GEO.,258,36,66,105,89,86,90,88,90,91,349,283,71,70,89,86,89,91
0950651S,TAVERNY,LYCEE JACQUES PREVERT,95607,ECO.GE.FIN,65,36,66,105,89,86,90,88,90,91,349,283,71,70,89,86,89,91
0950651S,TAVERNY,LYCEE JACQUES PREVERT,95607,ESPAGNOL,118,36,66,105,89,86,90,88,90,91,349,283,71,70,89,86,89,91
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,E. P. S,321,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,ANGLAIS,101,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,HIST. GEO.,483,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,MATHS,21,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,MATH.SC.PH,71,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,ESPAGNOL,51,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950666H,ARGENTEUIL,LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.),95018,ECO.GE.FIN,201,18,58,29,78,71,69,70,61,65,204,230,58,56,70,72,71,69
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,ANGLAIS,21,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,HIST. GEO.,188,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,ECO.GE.VEN,99,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,G.ELECTROT,222,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,EDUCATION,121,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,LET.HIS.GE,180,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,E. P. S,98,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,SII.EE,469,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,LET ANGLAI,21,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,MATH.SC.PH,21,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,ECO.GE.CPT,1706,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,MATHS,28,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,SC.ECO.SOC,115,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0950667J,GOUSSAINVILLE,LYCEE ROMAIN ROLLAND,95280,SII.ING.ME,239,11,28,41,100,75,88,70,71,77,268,175,60,55,83,73,82,72
0951147F,L ISLE ADAM,LYCEE FRAGONARD,95313,LETT CLASS,224,35,81,101,83,86,84,90,91,90,273,235,67,72,81,86,84,89
0951147F,L ISLE ADAM,LYCEE FRAGONARD,95313,MATHS,278,35,81,101,83,86,84,90,91,90,273,235,67,72,81,86,84,89
0951147F,L ISLE ADAM,LYCEE FRAGONARD,95313,PHILO,93,35,81,101,83,86,84,90,91,90,273,235,67,72,81,86,84,89
0951147F,L ISLE ADAM,LYCEE FRAGONARD,95313,ECO.GE.FIN,480,35,81,101,83,86,84,90,91,90,273,235,67,72,81,86,84,89
0951147F,L ISLE ADAM,LYCEE FRAGONARD,95313,LETT CLASS,224,35,81,101,83,86,84,90,91,90,273,235,67,72,81,86,84,89
0951399E,CERGY,LYCEE ALFRED KASTLER,95127,ECO.GE.COM,1576,21,58,67,86,78,82,86,87,87,256,202,70,68,78,84,78,86
0951399E,CERGY,LYCEE ALFRED KASTLER,95127,MATHS,158.2,21,58,67,86,78,82,86,87,87,256,202,70,68,78,84,78,86
0951399E,CERGY,LYCEE ALFRED KASTLER,95127,SC.ECO.SOC,71,21,58,67,86,78,82,86,87,87,256,202,70,68,78,84,78,86
0951637N,CERGY,LYCEE GALILEE,95127,ALLEMAND,430,19,63,90,95,97,91,83,92,90,308,326,78,71,88,84,92,87
0951637N,CERGY,LYCEE GALILEE,95127,SII.EE,1871,19,63,90,95,97,91,83,92,90,308,326,78,71,88,84,92,87
0951637N,CERGY,LYCEE GALILEE,95127,PHILO,543,19,63,90,95,97,91,83,92,90,308,326,78,71,88,84,92,87
0951637N,CERGY,LYCEE GALILEE,95127,MATHS,292,19,63,90,95,97,91,83,92,90,308,326,78,71,88,84,92,87
0951710T,VAUREAL,LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.),95637,HIST. GEO.,268,63,70,102,89,71,88,90,89,87,382,363,82,75,88,87,85,88
0951710T,VAUREAL,LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.),95637,LETT CLASS,440,63,70,102,89,71,88,90,89,87,382,363,82,75,88,87,85,88
0951710T,VAUREAL,LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.),95637,S. V. T.,1648,63,70,102,89,71,88,90,89,87,382,363,82,75,88,87,85,88
0951710T,VAUREAL,LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.),95637,LETT CLASS,440,63,70,102,89,71,88,90,89,87,382,363,82,75,88,87,85,88
0951722F,FRANCONVILLE,LYCEE JEAN MONNET (GENERAL ET TECHNO.),95252,ANGLAIS,88,22,67,95,91,73,86,80,88,81,277,300,70,66,83,81,82,83
0951722F,FRANCONVILLE,LYCEE JEAN MONNET (GENERAL ET TECHNO.),95252,LET MODERN,141,22,67,95,91,73,86,80,88,81,277,300,70,66,83,81,82,83
0951722F,FRANCONVILLE,LYCEE JEAN MONNET (GENERAL ET TECHNO.),95252,ECO.GE.FIN,59,22,67,95,91,73,86,80,88,81,277,300,70,66,83,81,82,83
0951722F,FRANCONVILLE,LYCEE JEAN MONNET (GENERAL ET TECHNO.),95252,MATHS,95,22,67,95,91,73,86,80,88,81,277,300,70,66,83,81,82,83
0951723G,HERBLAY,LYCEE MONTESQUIEU,95306,ECO.GE.FIN,1600,56,133,130,98,93,89,90,93,95,364,319,74,75,86,88,88,92
0951723G,HERBLAY,LYCEE MONTESQUIEU,95306,LET MODERN,208,56,133,130,98,93,89,90,93,95,364,319,74,75,86,88,88,92
0951723G,HERBLAY,LYCEE MONTESQUIEU,95306,MATHS,148,56,133,130,98,93,89,90,93,95,364,319,74,75,86,88,88,92
0951727L,FOSSES,LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),95250,LET ANGLAI,21,15,31,46,100,68,70,79,72,80,122,131,71,64,76,76,74,77
0951727L,FOSSES,LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),95250,S. V. T.,118,15,31,46,100,68,70,79,72,80,122,131,71,64,76,76,74,77
0951727L,FOSSES,LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),95250,LET.HIS.GE,51,15,31,46,100,68,70,79,72,80,122,131,71,64,76,76,74,77
0951727L,FOSSES,LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),95250,MATH.SC.PH,21,15,31,46,100,68,70,79,72,80,122,131,71,64,76,76,74,77
0951727L,FOSSES,LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),95250,LET MODERN,58,15,31,46,100,68,70,79,72,80,122,131,71,64,76,76,74,77
0951727L,FOSSES,LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),95250,HIST. GEO.,118,15,31,46,100,68,70,79,72,80,122,131,71,64,76,76,74,77
0951728M,ST OUEN L AUMONE,LYCEE EDMOND ROSTAND,95572,HIST. GEO.,198,22,48,88,95,94,85,90,92,87,248,208,68,72,82,87,87,88
0951728M,ST OUEN L AUMONE,LYCEE EDMOND ROSTAND,95572,MATHS,111,22,48,88,95,94,85,90,92,87,248,208,68,72,82,87,87,88
0951728M,ST OUEN L AUMONE,LYCEE EDMOND ROSTAND,95572,LET.HIS.GE,101,22,48,88,95,94,85,90,92,87,248,208,68,72,82,87,87,88
0951728M,ST OUEN L AUMONE,LYCEE EDMOND ROSTAND,95572,ANGLAIS,1718,22,48,88,95,94,85,90,92,87,248,208,68,72,82,87,87,88
0951728M,ST OUEN L AUMONE,LYCEE EDMOND ROSTAND,95572,ECO.GE.VEN,154.2,22,48,88,95,94,85,90,92,87,248,208,68,72,82,87,87,88
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,BIOTECHNOL,110,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,MATHS,31,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,HIST. GEO.,155,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,E. P. S,83,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,LET MODERN,138,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,ANGLAIS,58,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,MATH.SC.PH,71,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,LET.HIS.GE,71,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951748J,BEAUMONT SUR OISE,LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.),95052,ECO.GE.VEN,28,17,33,34,94,79,74,87,86,80,216,163,71,66,83,81,81,84
0951753P,ST WITZ,LYCEE LEONARD DE VINCI,95580,HIST. GEO.,172,19,35,64,100,100,95,94,93,94,242,177,77,74,93,89,98,91
0951753P,ST WITZ,LYCEE LEONARD DE VINCI,95580,MATHS,111,19,35,64,100,100,95,94,93,94,242,177,77,74,93,89,98,91
0951756T,CERGY,LYCEE JULES VERNE (GENERAL ET TECHNO.),95127,PHILO,173,11,53,98,82,92,92,95,91,91,310,223,61,62,85,87,89,89
0951756T,CERGY,LYCEE JULES VERNE (GENERAL ET TECHNO.),95127,EDUCATION,117,11,53,98,82,92,92,95,91,91,310,223,61,62,85,87,89,89
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,LET ANGLAI,45,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,HIST. GEO.,236.2,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,MATH.SC.PH,133.2,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,ANGLAIS,95,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,G.ELECTROT,49,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,ECO.GE.CPT,240,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951763A,TAVERNY,LYCEE LOUIS JOUVET (GENERAL ET TECHNO.),95607,ECO.GE.COM,619,24,42,65,83,71,85,84,89,87,274,290,63,65,83,80,84,86
0951766D,GARGES LES GONESSE,LYCEE SIMONE DE BEAUVOIR,95268,PHILO,1650,16,54,90,94,81,70,71,75,73,354,246,58,56,75,75,71,71
0951766D,GARGES LES GONESSE,LYCEE SIMONE DE BEAUVOIR,95268,MATHS,78,16,54,90,94,81,70,71,75,73,354,246,58,56,75,75,71,71
0951788C,DOMONT,LYCEE GEORGE SAND (GENERAL ET TECHNO.),95199,S. V. T.,508.2,54,106,120,89,77,83,88,85,88,415,366,74,71,85,85,83,86
0951788C,DOMONT,LYCEE GEORGE SAND (GENERAL ET TECHNO.),95199,ANGLAIS,252.2,54,106,120,89,77,83,88,85,88,415,366,74,71,85,85,83,86
0951788C,DOMONT,LYCEE GEORGE SAND (GENERAL ET TECHNO.),95199,MATHS,48,54,106,120,89,77,83,88,85,88,415,366,74,71,85,85,83,86
0951824S,JOUY LE MOUTIER,LYCEE DE L HAUTIL (GENERAL ET TECHNO.),95323,EDUCATION,73,14,26,47,93,85,77,88,84,83,127,119,66,64,82,79,83,82
0951824S,JOUY LE MOUTIER,LYCEE DE L HAUTIL (GENERAL ET TECHNO.),95323,ANGLAIS,88,14,26,47,93,85,77,88,84,83,127,119,66,64,82,79,83,82
0951922Y,DEUIL LA BARRE,LYCEE CAMILLE SAINT-SAENS,95197,SII.SIN,21,35,104,115,80,74,81,90,83,85,377,273,65,67,80,83,74,84
0951922Y,DEUIL LA BARRE,LYCEE CAMILLE SAINT-SAENS,95197,HIST. GEO.,88,35,104,115,80,74,81,90,83,85,377,273,65,67,80,83,74,84
0951937P,OSNY,LYCEE PAUL-EMILE VICTOR (GENERAL ET TECHNO.),95476,ESPAGNOL,118,30,22,54,90,73,74,81,93,83,184,130,57,69,70,82,74,84
0951937P,OSNY,LYCEE PAUL-EMILE VICTOR (GENERAL ET TECHNO.),95476,LETT CLASS,38,30,22,54,90,73,74,81,93,83,184,130,57,69,70,82,74,84
0951974E,EAUBONNE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),95203,LET.HIS.GE,1396,14,35,70,100,80,93,79,87,91,263,161,54,73,90,88,88,89
0951974E,EAUBONNE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),95203,ECO.GE.VEN,589.2,14,35,70,100,80,93,79,87,91,263,161,54,73,90,88,88,89
0951974E,EAUBONNE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),95203,ANGLAIS,150.2,14,35,70,100,80,93,79,87,91,263,161,54,73,90,88,88,89
0951974E,EAUBONNE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),95203,LET MODERN,158,14,35,70,100,80,93,79,87,91,263,161,54,73,90,88,88,89
0951974E,EAUBONNE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),95203,SC.ECO.SOC,65,14,35,70,100,80,93,79,87,91,263,161,54,73,90,88,88,89
0951974E,EAUBONNE,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),95203,E. P. S,173,14,35,70,100,80,93,79,87,91,263,161,54,73,90,88,88,89
